"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_km","duration_seconds","rpe"
"Push Day!","20 Mar 2026, 08:09","20 Mar 2026, 09:11","","Bench Press (Barbell)",,"",2,"failure",130.01,6,,,
"Push Day!","20 Mar 2026, 08:09","20 Mar 2026, 09:11","","Pull Up (Assisted)",,"",0,"normal",42.51,5,,,
"Push Day!","15 Mar 2026, 05:39","15 Mar 2026, 06:44","","Squat (Barbell)",,"",0,"normal",200,8,,,
"Push Day!","15 Mar 2026, 05:39","15 Mar 2026, 06:44","","Squat (Barbell)",,"",1,"normal",200,8,,,
"Push Day!","15 Mar 2026, 05:39","15 Mar 2026, 06:44","","Squat (Barbell)",,"",2,"normal",200,8,,,
"Push Day!","15 Mar 2026, 05:39","15 Mar 2026, 06:44","","Bench Press (Barbell)",,"",0,"failure",130.01,7,,,
"Push Day!","15 Mar 2026, 05:39","15 Mar 2026, 06:44","","Bench Press (Barbell)",,"",1,"failure",130.01,6,,,
"Push Day!","15 Mar 2026, 05:39","15 Mar 2026, 06:44","","Lat Pulldown (Cable)",,"",0,"normal",42.51,12,,,
"Push Day!","15 Mar 2026, 05:39","15 Mar 2026, 06:44","","Lat Pulldown (Cable)",,"",1,"normal",42.51,12,,,
"Push Day!","15 Mar 2026, 05:39","15 Mar 2026, 06:44","","Lat Pulldown (Cable)",,"",2,"normal",42.51,12,,,
"Push Day!","15 Mar 2026, 05:39","15 Mar 2026, 06:44","","Russian Twist (Bodyweight)",,"",0,"normal",,24,,,
"Push Day!","15 Mar 2026, 05:39","15 Mar 2026, 06:44","","Russian Twist (Bodyweight)",,"",1,"normal",,23,,,
"Push Day!","15 Mar 2026, 05:39","15 Mar 2026, 06:44","","Bent Over Row (Dumbbell)",,"",0,"normal",35.01,12,,,
"Push Day!","15 Mar 2026, 05:39","15 Mar 2026, 06:44","","Bent Over Row (Dumbbell)",,"",1,"normal",35.01,12,,,
"Pull Day","11 Mar 2026, 09:28","15 Mar 2026, 05:39","","Deadlift (Barbell)",,"",0,"normal",250,5,,,
"Pull Day","11 Mar 2026, 09:28","15 Mar 2026, 05:39","","Deadlift (Barbell)",,"",1,"normal",250,5,,,
"Pull Day","11 Mar 2026, 09:28","15 Mar 2026, 05:39","","Deadlift (Barbell)",,"",2,"normal",250,5,,,
"Pull Day","11 Mar 2026, 09:28","15 Mar 2026, 05:39","","Deadlift (Barbell)",,"",3,"normal",250,5,,,
"Pull Day","11 Mar 2026, 09:28","15 Mar 2026, 05:39","","Deadlift (Barbell)",,"",4,"normal",250,5,,,
"Pull Day","11 Mar 2026, 09:28","15 Mar 2026, 05:39","","Overhead Press (Barbell)",,"",0,"normal",75,8,,,
"Pull Day","11 Mar 2026, 09:28","15 Mar 2026, 05:39","","Overhead Press (Barbell)",,"",1,"normal",75,8,,,
"Pull Day","11 Mar 2026, 09:28","15 Mar 2026, 05:39","","Overhead Press (Barbell)",,"",2,"normal",75,8,,,
"Push Day!","9 Mar 2026, 13:35","9 Mar 2026, 14:17","","Squat (Barbell)",,"",0,"normal",195,8,,,
"Push Day!","9 Mar 2026, 13:35","9 Mar 2026, 14:17","","Squat (Barbell)",,"",1,"normal",195,8,,,
"Push Day!","9 Mar 2026, 13:35","9 Mar 2026, 14:17","","Squat (Barbell)",,"",2,"normal",195,8,,,
"Push Day!","9 Mar 2026, 13:35","9 Mar 2026, 14:17","","Bench Press (Barbell)",,"",0,"normal",125,8,,,
"Push Day!","9 Mar 2026, 13:35","9 Mar 2026, 14:17","","Bench Press (Barbell)",,"",1,"normal",125,8,,,
"Push Day!","9 Mar 2026, 13:35","9 Mar 2026, 14:17","","Bench Press (Barbell)",,"",2,"normal",125,8,,,
"Push Day!","9 Mar 2026, 13:35","9 Mar 2026, 14:17","","Pull Up (Assisted)",,"",0,"normal",42.51,5,,,
"Push Day!","9 Mar 2026, 13:35","9 Mar 2026, 14:17","","Pull Up (Assisted)",,"",1,"failure",42.51,4,,,
"Push Day!","9 Mar 2026, 13:35","9 Mar 2026, 14:17","","Pull Up (Assisted)",,"",2,"failure",47.51,3,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Deadlift (Barbell)",,"",0,"normal",245,5,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Deadlift (Barbell)",,"",1,"normal",245,5,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Deadlift (Barbell)",,"",2,"normal",245,5,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Deadlift (Barbell)",,"",3,"normal",245,5,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Deadlift (Barbell)",,"",4,"normal",245,5,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Overhead Press (Barbell)",,"",0,"normal",75,8,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Overhead Press (Barbell)",,"",1,"normal",75,8,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Overhead Press (Barbell)",,"",2,"normal",75,8,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Pull Up (Assisted)",,"",0,"normal",42.51,5,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Pull Up (Assisted)",,"",1,"normal",47.51,5,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Pull Up (Assisted)",,"",2,"normal",47.51,5,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Bent Over Row (Barbell)",,"",0,"normal",70,10,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Bent Over Row (Barbell)",,"",1,"normal",70,12,,,
"Pull Day","4 Mar 2026, 11:51","4 Mar 2026, 12:48","","Bent Over Row (Barbell)",,"",2,"normal",70,12,,,
"Push Day!","28 Feb 2026, 06:18","28 Feb 2026, 07:00","","Squat (Barbell)",,"",0,"normal",189.99,8,,,
"Push Day!","28 Feb 2026, 06:18","28 Feb 2026, 07:00","","Squat (Barbell)",,"",1,"normal",189.99,8,,,
"Push Day!","28 Feb 2026, 06:18","28 Feb 2026, 07:00","","Squat (Barbell)",,"",2,"normal",189.99,8,,,
"Push Day!","28 Feb 2026, 06:18","28 Feb 2026, 07:00","","Bench Press (Barbell)",,"",0,"normal",125,8,,,
"Push Day!","28 Feb 2026, 06:18","28 Feb 2026, 07:00","","Bench Press (Barbell)",,"",1,"normal",125,8,,,
"Push Day!","28 Feb 2026, 06:18","28 Feb 2026, 07:00","","Bench Press (Barbell)",,"",2,"failure",125,6,,,
"Push Day!","28 Feb 2026, 06:18","28 Feb 2026, 07:00","","Russian Twist (Bodyweight)",,"",0,"normal",,24,,,
"Push Day!","28 Feb 2026, 06:18","28 Feb 2026, 07:00","","Russian Twist (Bodyweight)",,"",1,"normal",,24,,,
"Push Day!","28 Feb 2026, 06:18","28 Feb 2026, 07:00","","Russian Twist (Bodyweight)",,"",2,"normal",,24,,,
"Push Day!","28 Feb 2026, 06:18","28 Feb 2026, 07:00","","Bent Over Row (Dumbbell)",,"",0,"normal",55.01,8,,,
"Push Day!","28 Feb 2026, 06:18","28 Feb 2026, 07:00","","Bent Over Row (Dumbbell)",,"",1,"normal",55.01,8,,,
"Push Day!","28 Feb 2026, 06:18","28 Feb 2026, 07:00","","Bent Over Row (Dumbbell)",,"",2,"normal",55.01,8,,,
"Pull Day","25 Feb 2026, 10:42","25 Feb 2026, 11:31","","Deadlift (Barbell)",,"",0,"normal",234.99,5,,,
"Pull Day","25 Feb 2026, 10:42","25 Feb 2026, 11:31","","Deadlift (Barbell)",,"",1,"normal",234.99,5,,,
"Pull Day","25 Feb 2026, 10:42","25 Feb 2026, 11:31","","Deadlift (Barbell)",,"",2,"normal",234.99,5,,,
"Pull Day","25 Feb 2026, 10:42","25 Feb 2026, 11:31","","Deadlift (Barbell)",,"",3,"normal",234.99,5,,,
"Pull Day","25 Feb 2026, 10:42","25 Feb 2026, 11:31","","Deadlift (Barbell)",,"",4,"normal",234.99,5,,,
"Pull Day","25 Feb 2026, 10:42","25 Feb 2026, 11:31","","Overhead Press (Barbell)",,"",0,"normal",75,8,,,
"Pull Day","25 Feb 2026, 10:42","25 Feb 2026, 11:31","","Overhead Press (Barbell)",,"",1,"normal",77.49,8,,,
"Pull Day","25 Feb 2026, 10:42","25 Feb 2026, 11:31","","Overhead Press (Barbell)",,"",2,"normal",75,3,,,
"Pull Day","25 Feb 2026, 10:42","25 Feb 2026, 11:31","","Pull Up (Assisted)",,"",0,"normal",47.51,5,,,
"Pull Day","25 Feb 2026, 10:42","25 Feb 2026, 11:31","","Pull Up (Assisted)",,"",1,"normal",47.51,5,,,
"Pull Day","25 Feb 2026, 10:42","25 Feb 2026, 11:31","","Pull Up (Assisted)",,"",2,"normal",42.51,4,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Squat (Barbell)",,"",0,"normal",184.99,8,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Squat (Barbell)",,"",1,"normal",184.99,8,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Squat (Barbell)",,"",2,"normal",184.99,8,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Bench Press (Barbell)",,"",0,"normal",125,8,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Bench Press (Barbell)",,"",1,"normal",125,6,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Bench Press (Barbell)",,"",2,"normal",125,6,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Pull Up (Assisted)",,"",0,"normal",42.51,5,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Pull Up (Assisted)",,"",1,"normal",42.51,4,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Pull Up (Assisted)",,"",2,"normal",47.51,3,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Russian Twist (Bodyweight)",,"",0,"normal",,20,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Russian Twist (Bodyweight)",,"",1,"normal",,20,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Russian Twist (Bodyweight)",,"",2,"normal",,20,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Bent Over Row (Dumbbell)",,"",0,"normal",30,12,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Bent Over Row (Dumbbell)",,"",1,"normal",30,12,,,
"Push Day!","23 Feb 2026, 07:42","23 Feb 2026, 08:43","","Bent Over Row (Dumbbell)",,"",2,"normal",30,12,,,
"Afternoon Workout","21 Feb 2026, 06:26","23 Feb 2026, 07:37","","Deadlift (Barbell)",,"",0,"normal",242.51,5,,,
"Afternoon Workout","21 Feb 2026, 06:26","23 Feb 2026, 07:37","","Deadlift (Barbell)",,"",1,"normal",242.51,5,,,
"Afternoon Workout","21 Feb 2026, 06:26","23 Feb 2026, 07:37","","Deadlift (Barbell)",,"",2,"normal",242.51,5,,,
"Afternoon Workout","21 Feb 2026, 06:26","23 Feb 2026, 07:37","","Deadlift (Barbell)",,"",3,"normal",242.51,5,,,
"Afternoon Workout","21 Feb 2026, 06:26","23 Feb 2026, 07:37","","Deadlift (Barbell)",,"",4,"normal",242.51,3,,,
"Afternoon Workout","21 Feb 2026, 06:26","23 Feb 2026, 07:37","","Overhead Press (Barbell)",,"",0,"normal",77.16,8,,,
"Afternoon Workout","21 Feb 2026, 06:26","23 Feb 2026, 07:37","","Overhead Press (Barbell)",,"",1,"normal",77.16,7,,,
"Afternoon Workout","21 Feb 2026, 06:26","23 Feb 2026, 07:37","","Overhead Press (Barbell)",,"",2,"normal",77.16,2,,,
